age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
49,Private,193366,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
23,Local-gov,190709,CommunityCollege,12,NotMarried,Protective-serv,Not-in-family,White,Male,0,0,52,United-States,<=50K
20,Private,266015,CommunityCollege,10,NotMarried,Sales,Own-child,Black,Male,0,0,44,United-States,<=50K
45,Private,386940,Bachelors,13,Separated,Exec-managerial,Own-child,White,Male,0,1408,40,United-States,<=50K
30,Federal-gov,59951,CommunityCollege,10,Married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
22,State-gov,311512,CommunityCollege,10,Married,Other-service,Husband,Black,Male,0,0,15,United-States,<=50K
48,Private,242406,dropout,7,NotMarried,Machine-op-inspct,Unmarried,White,Male,0,0,40,Puerto-Rico,<=50K
21,Private,197200,CommunityCollege,10,NotMarried,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
19,Private,544091,HighGrad,9,Married,Adm-clerical,Wife,White,Female,0,0,25,United-States,<=50K
31,Private,84154,CommunityCollege,10,Married,Sales,Husband,White,Male,0,0,38,,>50K
48,Self-emp-not-inc,265477,CommunityCollege,12,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,507875,dropout,5,Married,Machine-op-inspct,Husband,White,Male,0,0,43,United-States,<=50K
53,Self-emp-not-inc,88506,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,172987,Bachelors,13,Married,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K
49,Private,94638,HighGrad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
25,Private,289980,HighGrad,9,NotMarried,Handlers-cleaners,Not-in-family,White,Male,0,0,35,United-States,<=50K
57,Federal-gov,337895,Bachelors,13,Married,Prof-specialty,Husband,Black,Male,0,0,40,United-States,>50K
53,Private,144361,HighGrad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,<=50K
44,Private,128354,Masters,14,Separated,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
41,State-gov,101603,CommunityCollege,11,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,271466,CommunityCollege,11,NotMarried,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States,<=50K
25,Private,32275,CommunityCollege,10,Married,Exec-managerial,Wife,Other,Female,0,0,40,United-States,<=50K
18,Private,226956,HighGrad,9,NotMarried,Other-service,Own-child,White,Female,0,0,30,,<=50K
47,Private,51835,Masters,15,Married,Prof-specialty,Wife,White,Female,0,1902,60,Honduras,>50K
50,Federal-gov,251585,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,>50K
47,Self-emp-inc,109832,HighGrad,9,Separated,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K
43,Private,237993,CommunityCollege,10,Married,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
46,Private,216666,dropout,3,Married,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
35,Private,56352,CommunityCollege,11,Married,Other-service,Husband,White,Male,0,0,40,Puerto-Rico,<=50K
41,Private,147372,HighGrad,9,Married,Adm-clerical,Husband,White,Male,0,0,48,United-States,<=50K
30,Private,188146,HighGrad,9,Married,Machine-op-inspct,Husband,White,Male,5013,0,40,United-States,<=50K
30,Private,59496,Bachelors,13,Married,Sales,Husband,White,Male,2407,0,40,United-States,<=50K
32,,293936,dropout,4,NotMarried,,Not-in-family,White,Male,0,0,40,,<=50K
48,Private,149640,HighGrad,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,116632,Doctorate,16,Married,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
29,Private,105598,CommunityCollege,10,Separated,Tech-support,Not-in-family,White,Male,0,0,58,United-States,<=50K
36,Private,155537,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,183175,CommunityCollege,10,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
53,Private,169846,HighGrad,9,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
49,Self-emp-inc,191681,CommunityCollege,10,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
25,,200681,CommunityCollege,10,NotMarried,,Own-child,White,Male,0,0,40,United-States,<=50K
19,Private,101509,CommunityCollege,10,NotMarried,Prof-specialty,Own-child,White,Male,0,0,32,United-States,<=50K
31,Private,309974,Bachelors,13,Separated,Sales,Own-child,Black,Female,0,0,40,United-States,<=50K
29,Self-emp-not-inc,162298,Bachelors,13,Married,Sales,Husband,White,Male,0,0,70,United-States,>50K
23,Private,211678,CommunityCollege,10,NotMarried,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
79,Private,124744,CommunityCollege,10,Married,Prof-specialty,Other-relative,White,Male,0,0,20,United-States,<=50K
27,Private,213921,HighGrad,9,NotMarried,Other-service,Own-child,White,Male,0,0,40,Mexico,<=50K
40,Private,32214,CommunityCollege,12,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
67,,212759,dropout,6,Married,,Husband,White,Male,0,0,2,United-States,<=50K
18,Private,309634,dropout,7,NotMarried,Other-service,Own-child,White,Female,0,0,22,United-States,<=50K
31,Local-gov,125927,dropout,4,Married,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
18,Private,446839,HighGrad,9,NotMarried,Sales,Not-in-family,White,Male,0,0,30,United-States,<=50K
52,Private,276515,Bachelors,13,Married,Other-service,Husband,White,Male,0,0,40,Cuba,<=50K
46,Private,51618,HighGrad,9,Married,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
59,Private,159937,HighGrad,9,Married,Sales,Husband,White,Male,0,0,48,United-States,<=50K
44,Private,343591,HighGrad,9,Separated,Craft-repair,Not-in-family,White,Female,14344,0,40,United-States,>50K
53,Private,346253,HighGrad,9,Separated,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
49,Local-gov,268234,HighGrad,9,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
33,Private,202051,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
30,Private,54334,dropout,5,NotMarried,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Federal-gov,410867,Doctorate,16,NotMarried,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K
57,Private,249977,CommunityCollege,11,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,286730,CommunityCollege,10,Separated,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
28,Private,212563,CommunityCollege,10,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,25,United-States,<=50K
30,Private,117747,HighGrad,9,Married,Sales,Wife,Asian-Pac-Islander,Female,0,1573,35,,<=50K
34,Local-gov,226296,Bachelors,13,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
29,Local-gov,115585,CommunityCollege,10,NotMarried,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,<=50K
48,Self-emp-not-inc,191277,Doctorate,16,Married,Prof-specialty,Husband,White,Male,0,1902,60,United-States,>50K
37,Private,202683,CommunityCollege,10,Married,Sales,Husband,White,Male,0,0,48,United-States,>50K
48,Private,171095,CommunityCollege,12,Separated,Exec-managerial,Unmarried,White,Female,0,0,40,England,<=50K
32,Federal-gov,249409,HighGrad,9,NotMarried,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K
76,Private,124191,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
44,Private,198282,Bachelors,13,Married,Exec-managerial,Husband,White,Male,15024,0,60,United-States,>50K
47,Self-emp-not-inc,149116,Masters,14,NotMarried,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
20,Private,188300,CommunityCollege,10,NotMarried,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
29,Private,103432,HighGrad,9,NotMarried,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Self-emp-inc,317660,HighGrad,9,Married,Craft-repair,Husband,White,Male,7688,0,40,United-States,>50K
17,,304873,dropout,6,NotMarried,,Own-child,White,Female,34095,0,32,United-States,<=50K
30,Private,194901,dropout,7,NotMarried,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
31,Local-gov,189265,HighGrad,9,NotMarried,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Private,124692,HighGrad,9,Married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,432376,Bachelors,13,NotMarried,Sales,Other-relative,White,Male,0,0,40,United-States,<=50K
38,Private,65324,Masters,15,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
56,Self-emp-not-inc,335605,HighGrad,9,Married,Other-service,Husband,White,Male,0,1887,50,Canada,>50K
28,Private,377869,CommunityCollege,10,Married,Sales,Wife,White,Female,4064,0,25,United-States,<=50K
36,Private,102864,HighGrad,9,NotMarried,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
53,Private,95647,dropout,5,Married,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K
56,Self-emp-inc,303090,CommunityCollege,10,Married,Sales,Husband,White,Male,0,0,50,United-States,<=50K
49,Local-gov,197371,CommunityCollege,11,Married,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K
55,Private,247552,CommunityCollege,10,Married,Sales,Husband,White,Male,0,0,56,United-States,<=50K
22,Private,102632,HighGrad,9,NotMarried,Craft-repair,Not-in-family,White,Male,0,0,41,United-States,<=50K
21,Private,199915,CommunityCollege,10,NotMarried,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
40,Private,118853,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
30,Private,77143,Bachelors,13,NotMarried,Exec-managerial,Own-child,Black,Male,0,0,40,Germany,<=50K
29,State-gov,267989,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
19,Private,301606,CommunityCollege,10,NotMarried,Other-service,Own-child,Black,Male,0,0,35,United-States,<=50K
47,Private,287828,Bachelors,13,Married,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
20,Private,111697,CommunityCollege,10,NotMarried,Adm-clerical,Own-child,White,Female,0,1719,28,United-States,<=50K
31,Private,114937,CommunityCollege,12,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
35,,129305,HighGrad,9,Married,,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,365739,CommunityCollege,10,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Private,69621,CommunityCollege,12,NotMarried,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K
24,Private,43323,HighGrad,9,NotMarried,Other-service,Not-in-family,White,Female,0,1762,40,United-States,<=50K
38,Self-emp-not-inc,120985,HighGrad,9,Married,Craft-repair,Husband,White,Male,4386,0,35,United-States,<=50K
37,Private,254202,Bachelors,13,Married,Sales,Husband,White,Male,0,0,50,United-States,<=50K
46,Private,146195,CommunityCollege,12,Separated,Tech-support,Not-in-family,Black,Female,0,0,36,United-States,<=50K
38,Federal-gov,125933,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,40,Iran,>50K
43,Self-emp-not-inc,56920,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
27,Private,163127,CommunityCollege,11,Married,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
20,Private,34310,CommunityCollege,10,NotMarried,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
49,Private,81973,CommunityCollege,10,Married,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
61,Self-emp-inc,66614,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,232782,CommunityCollege,10,NotMarried,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
19,Private,316868,CommunityCollege,10,NotMarried,Other-service,Own-child,White,Male,0,0,30,Mexico,<=50K
45,Private,196584,CommunityCollege,11,NotMarried,Prof-specialty,Not-in-family,White,Female,0,1564,40,United-States,>50K
70,Private,105376,CommunityCollege,10,NotMarried,Tech-support,Other-relative,White,Male,0,0,40,United-States,<=50K
31,Private,185814,HighGrad,9,NotMarried,Transport-moving,Unmarried,Black,Female,0,0,30,United-States,<=50K
22,Private,175374,CommunityCollege,10,Married,Other-service,Husband,White,Male,0,0,24,United-States,<=50K
36,Private,108293,HighGrad,9,Widowed,Other-service,Unmarried,White,Female,0,0,24,United-States,<=50K
64,Private,181232,dropout,7,Married,Craft-repair,Husband,White,Male,0,2179,40,United-States,<=50K
43,,174662,CommunityCollege,10,Separated,,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,Local-gov,186009,CommunityCollege,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,38,Mexico,<=50K
34,Private,198183,HighGrad,9,NotMarried,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,Private,163003,Bachelors,13,NotMarried,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
21,Private,296158,HighGrad,9,NotMarried,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K
52,,252903,HighGrad,9,Separated,,Not-in-family,White,Male,0,0,45,United-States,>50K
48,Private,187715,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,46,United-States,<=50K
23,Private,214542,Bachelors,13,NotMarried,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
71,Self-emp-not-inc,494223,CommunityCollege,10,Separated,Sales,Unmarried,Black,Male,0,1816,2,United-States,<=50K
29,Private,191535,HighGrad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K
42,Private,228456,Bachelors,13,Separated,Other-service,Other-relative,Black,Male,0,0,50,United-States,<=50K
68,,38317,dropout,2,Separated,,Not-in-family,White,Female,0,0,20,United-States,<=50K
25,Private,252752,HighGrad,9,NotMarried,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
44,Self-emp-inc,78374,Masters,14,Separated,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
28,Private,88419,HighGrad,9,NotMarried,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,England,<=50K
45,Self-emp-not-inc,201080,Masters,14,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
36,Private,207157,CommunityCollege,10,Separated,Other-service,Unmarried,White,Female,0,0,40,Mexico,<=50K
39,Federal-gov,235485,CommunityCollege,12,NotMarried,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States,<=50K
46,State-gov,102628,Masters,14,Widowed,Protective-serv,Unmarried,White,Male,0,0,40,United-States,<=50K
18,Private,25828,dropout,7,NotMarried,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States,<=50K
66,Local-gov,54826,CommunityCollege,11,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K
27,Private,124953,HighGrad,9,NotMarried,Other-service,Not-in-family,White,Male,0,1980,40,United-States,<=50K
28,State-gov,175325,HighGrad,9,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,96062,CommunityCollege,10,Married,Sales,Husband,White,Male,0,1977,40,United-States,>50K
27,Private,428030,Bachelors,13,NotMarried,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
28,State-gov,149624,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
27,Private,253814,HighGrad,9,NotMarried,Sales,Unmarried,White,Female,0,0,25,United-States,<=50K
21,Private,312956,HighGrad,9,NotMarried,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K
34,Private,483777,HighGrad,9,NotMarried,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
18,Private,183930,HighGrad,9,NotMarried,Other-service,Own-child,White,Male,0,0,12,United-States,<=50K
33,Private,37274,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,65,United-States,<=50K
44,Local-gov,181344,CommunityCollege,10,Married,Exec-managerial,Husband,Black,Male,0,0,38,United-States,>50K
43,Private,114580,CommunityCollege,10,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
30,Private,633742,CommunityCollege,10,NotMarried,Craft-repair,Not-in-family,Black,Male,0,0,45,United-States,<=50K
40,Private,286370,dropout,4,Married,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,>50K
37,Federal-gov,29054,CommunityCollege,10,Married,Adm-clerical,Husband,White,Male,0,0,42,United-States,>50K
34,Private,304030,HighGrad,9,Married,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K
41,Self-emp-not-inc,143129,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
53,,135105,Bachelors,13,Separated,,Not-in-family,White,Female,0,0,50,United-States,<=50K
31,Private,99928,Masters,14,Married,Prof-specialty,Wife,White,Female,0,0,50,United-States,<=50K
58,State-gov,109567,Doctorate,16,Married,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K
38,Private,155222,CommunityCollege,10,Separated,Machine-op-inspct,Not-in-family,Black,Female,0,0,28,United-States,<=50K
24,Private,159567,CommunityCollege,10,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
41,Local-gov,523910,Bachelors,13,Married,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
47,Private,120939,CommunityCollege,10,Married,Tech-support,Husband,White,Male,0,0,45,United-States,<=50K
41,Federal-gov,130760,Bachelors,13,Married,Tech-support,Husband,White,Male,0,0,24,United-States,<=50K
23,Private,197387,dropout,3,Married,Transport-moving,Other-relative,White,Male,0,0,40,Mexico,<=50K
36,Private,99374,CommunityCollege,10,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Federal-gov,56795,Masters,14,NotMarried,Exec-managerial,Not-in-family,White,Female,14084,0,55,United-States,>50K
35,Private,138992,Masters,14,Married,Prof-specialty,Other-relative,White,Male,7298,0,40,United-States,>50K
24,Self-emp-not-inc,32921,HighGrad,9,NotMarried,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Private,397317,Masters,14,NotMarried,Prof-specialty,Not-in-family,White,Female,0,1876,40,United-States,<=50K
19,,170653,HighGrad,9,NotMarried,,Own-child,White,Male,0,0,40,Italy,<=50K
51,Private,259323,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
42,Local-gov,254817,CommunityCollege,10,NotMarried,Prof-specialty,Not-in-family,White,Female,0,1340,40,United-States,<=50K
37,State-gov,48211,HighGrad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
18,Private,140164,dropout,7,NotMarried,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
36,Private,128757,Bachelors,13,Married,Other-service,Husband,Black,Male,7298,0,36,United-States,>50K
35,Private,36270,HighGrad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K
58,Self-emp-inc,210563,HighGrad,9,Married,Sales,Wife,White,Female,15024,0,35,United-States,>50K
17,Private,65368,dropout,7,NotMarried,Sales,Own-child,White,Female,0,0,12,United-States,<=50K
44,Local-gov,160943,HighGrad,9,Married,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
37,Private,208358,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
35,Private,153790,CommunityCollege,10,NotMarried,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
60,Private,85815,HighGrad,9,Married,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
54,Self-emp-inc,125417,dropout,4,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
37,Private,635913,Bachelors,13,NotMarried,Exec-managerial,Not-in-family,Black,Male,0,0,60,United-States,>50K
50,Private,313321,CommunityCollege,12,Separated,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Private,182609,Bachelors,13,Married,Sales,Husband,White,Male,0,0,50,Poland,<=50K
45,Private,109434,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K
25,Private,255004,dropout,6,NotMarried,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,197860,CommunityCollege,10,Married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
64,,187656,dropout,2,Separated,,Not-in-family,White,Male,0,0,40,United-States,<=50K
90,Private,51744,HighGrad,9,NotMarried,Other-service,Not-in-family,Black,Male,0,2206,40,United-States,<=50K
54,Private,176681,HighGrad,9,Married,Adm-clerical,Husband,Black,Male,0,0,20,United-States,<=50K
53,Local-gov,140359,dropout,1,NotMarried,Machine-op-inspct,Not-in-family,White,Female,0,0,35,United-States,<=50K
18,Private,243313,HighGrad,9,NotMarried,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
60,,24215,dropout,6,Separated,,Not-in-family,Amer-Indian-Eskimo,Female,0,0,10,United-States,<=50K
66,Self-emp-not-inc,167687,HighGrad,9,Married,Farming-fishing,Husband,White,Male,1409,0,50,United-States,<=50K
75,Private,314209,CommunityCollege,11,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20,Columbia,<=50K
65,Private,176796,HighGrad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,Private,538583,dropout,7,Separated,Transport-moving,Not-in-family,Black,Male,3674,0,40,United-States,<=50K
41,Private,130408,HighGrad,9,Separated,Sales,Unmarried,Black,Female,0,0,38,United-States,<=50K
25,Private,159732,CommunityCollege,10,NotMarried,Adm-clerical,Not-in-family,White,Male,0,0,42,United-States,<=50K
33,Private,110978,CommunityCollege,10,Separated,Craft-repair,Other-relative,Other,Female,0,0,40,United-States,<=50K
28,Private,76714,Masters,15,NotMarried,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,>50K
59,State-gov,268700,HighGrad,9,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
40,State-gov,170525,CommunityCollege,10,NotMarried,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
41,Private,180138,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,50,Iran,>50K
38,Local-gov,115076,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,70,United-States,>50K
23,Private,115458,HighGrad,9,NotMarried,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
40,Private,347890,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
41,Self-emp-not-inc,196001,HighGrad,9,Married,Other-service,Wife,White,Female,0,0,20,United-States,<=50K
24,State-gov,273905,CommunityCollege,12,Married,Protective-serv,Husband,White,Male,0,0,50,United-States,<=50K
20,,119156,CommunityCollege,10,NotMarried,,Own-child,White,Male,0,0,20,United-States,<=50K
38,Private,179488,CommunityCollege,10,Separated,Craft-repair,Not-in-family,White,Male,0,1741,40,United-States,<=50K
56,Private,203580,HighGrad,9,Married,Adm-clerical,Husband,White,Male,0,0,35,,<=50K
58,Private,236596,HighGrad,9,Married,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K
32,Private,183916,HighGrad,9,NotMarried,Other-service,Not-in-family,White,Female,0,0,34,United-States,<=50K
40,Private,207578,CommunityCollege,12,Married,Tech-support,Husband,White,Male,0,1977,60,United-States,>50K
45,Private,153141,HighGrad,9,Married,Adm-clerical,Husband,White,Male,0,0,40,,<=50K
41,Private,112763,Masters,15,Married,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
42,Private,390781,Bachelors,13,Married,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K
59,Local-gov,171328,dropout,6,Widowed,Other-service,Unmarried,Black,Female,0,0,30,United-States,<=50K
19,Local-gov,27382,CommunityCollege,10,NotMarried,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
58,Private,259014,CommunityCollege,10,NotMarried,Transport-moving,Not-in-family,White,Male,0,0,20,United-States,<=50K
42,Self-emp-not-inc,303044,HighGrad,9,Married,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia,>50K
